,Topic,Count,Name,Representation,Representative_Docs
398,397,25,397_musik_oper_parodie_music,"['musik', 'oper', 'parodie', 'music', 'dje', 'opern', 'aufgeführt', 'schläger', 'theaterstsücke', 'sundermayer']","['Abends Kammer Musik.', 'Heute Abends wird die erste Vorstellung des Aetius, einer Oper des un vergleichlichen Dichters, Abts Metasta sio seyn, und mit den Erlustigungen nach dem von dem Könige gutgeheissenen Plane fortgefahren werden.', 'Musik.']"
399,398,25,398_3000_30000_gulden_300000,"['3000', '30000', 'gulden', '300000', 'tonnen', 'derthalb', 'ungefähr', 'cabiljau', 'garonne', 'haudon']","['Mann, worunter über 3000.', 'Kammer 3000.', '3000.']"
400,399,25,399_amtsverwaltung_gräfl_speigen_unmittelbarkeit,"['amtsverwaltung', 'gräfl', 'speigen', 'unmittelbarkeit', 'bergische', 'bam', 'regierung', 'betr', 'ampferdach', 'burische']","['Von der Amtsverwaltung der gräfl.', 'Von der Amtsverwaltung der gräfl.', 'Von der Amtsverwaltung der gräfl.']"
401,400,25,400_kais_kumin_ludov_serl,"['kais', 'kumin', 'ludov', 'serl', 'kuhr', 'kai', 'fürstl', '', '', '']","['kais.', 'kais.', 'kais.']"
402,401,25,401_hyacinten_gefüllte_hyacinthen_weisse,"['hyacinten', 'gefüllte', 'hyacinthen', 'weisse', 'farb', 'violblaue', 'frühe', 'farbe', 'leib', 'hya']","['Gefüllte weisse Hyacinten.', 'Gefüllte weisse Hyacinten.', 'Gefüllte weisse Hyacinten.']"
403,402,25,402_satzbrief_satzbriefe_briefe_ruhmtüchtig,"['satzbrief', 'satzbriefe', 'briefe', 'ruhmtüchtig', 'kirchlechnerische', 'zeitlichem', 'wehedorns', 'anwei', 'verdientesten', 'lobsprüchen']","['Satzbrief.', 'Satzbrief.', 'Satzbrief.']"
404,403,25,403_1756_1755_17775_stuttgard,"['1756', '1755', '17775', 'stuttgard', 'augspurg', 'karte', '4to', 'künftigen', 'land', 'einer']","['1756.', '1756.', '1756.']"
405,404,24,404_math_calculat_kind_alt,"['math', 'calculat', 'kind', 'alt', '', '', '', '', '', '']","['Math.', 'Math.', 'Math.']"
406,405,24,405_kayserin_hungarn_kayserl_verwittibte,"['kayserin', 'hungarn', 'kayserl', 'verwittibte', 'hofstatt', 'cavallieren', 'begleitung', 'aussländischen', 'durchleuchtigsten', 'herrschafft']","['Heute Frühe haben abermahlen Jhre Majestät die verwittibte Kayserin sambt Dero Durchleuchtigsten jungen Herrschafft in Gefolg Dero gewöhnlichen Hoffstatt und ei ner Mänge Volcks zu Fuss sich nacher Herrenals begeben sodann nach all da wie auch auff dem Weeg verrichteter Andacht herein in das Kayserl.', 'Heute Abends haben Sich Jhre Maje stät die verwittibte Kayserin sambt Denen Durchleuchtigsten Ertz Hertzo ginnen in gewöhnlicher Begleitung Dero Hofstatt nach der Kirchen des Kayserl.', 'Heute haben Jhre Majestät die Verwittib te Kayserin nebst denen Durchleuchtigsten Ertz Hertzoginnen in Gefolg Dero Hofstatt in die Kayserl.']"
407,406,24,406_richter_rath_landesfürstl_rathgeb,"['richter', 'rath', 'landesfürstl', 'rathgeb', 'atzel', 'beger', 'grossbitannien', 'kasserl', 'judicis', 'kaiseri']","['Von  Richter und Rath des landesfürstl.', 'Von  Richter und Rath des landesfürstl.', 'Von  Richter und Rath des landesfürstl.']"
408,407,24,407_eimer_pillichstorf_joch_guts,"['eimer', 'pillichstorf', 'joch', 'guts', 'deto', 'gebünden', 'angesetzter', 'schoss', 'obern', 'weinfäs']","['Von der   Herrschaft Wolkerstorf wer den den  September früh um 8 Uhr die nach Absterben Eleonora Guppenbergerin, ge westen Mühlermeisterin zu Pillichstorf, vor handene Weine und zwar 1783er Bisamber ger  Eimer in 2 Gebinden, 1787er Kö nigsbrunner 252 Eimer in 9 Gebünden, und 1788er Pillichstorfer 62 2 4 Eimer in 4 Ge bünden, endlich 1103 Eimer leere Weinfäs ser in eisenen Banden, nebst einen Keller in der Holzlunden, durch öffentliche Versteige rung den Meistbietenden verkauft; Kauflusti ge dieser Weine, Fässern, oder Kellers ha ben sich daher obigen Tag und Stund in der Mühl zu Pillichstorf einzufinden, und die Versteigerung abzuwarten.| Licit.', 'Von der k  Herrschaft Wolkerstorf wer den den  September früh um 8 Uhr die nach Absterben Eleonora Guppenbergerin, ge westen Mühler  Pillichstorf, vor handene Weine und zwar 1783er Bisamber ger 35 Eimer in 2 Gebünden, 1787er Kö nigsbrnnner 252 Eimer in 9 Gebünden, und 1788er Pillichstorfer 62 2 4 Eimer in 4 Ge bünden, endlich 1103 Eimer leere Weinfäs ser in eisenen Banden, nebst einen Keller in der Holzluden, durch öffentliche Versteige rung den Meistbietenden verkauft; Kauflusti ge dieser Weine, Fässern, oder Kellers ha ben sich daher obigen  und Stund in der Mühl zu Pillichstorf einzufinden, und die Versteigerung abzuwarten.| Licit.', 'Von der   Herrschaft Wolkerstorf wer den den  September früh um 8 Uhr die nach Absterben Eleonora Guppenbergerin, ge westen Mühlermeisterin zu Pillichstorf, vor handene Weine und zwar 1783er Bisamber ger 35 Eimer in 2 Gebünden, 1787er Kö nigsbrunner 252 Eimer in 9 Gebünden, und 1788er Pillichstorfer 62 2 4 Eimer in 4 Ge bünden, endlich 1103 Eimer leere Weinfäs ser in eisenen Banden, nebst einen Keller in der Holzluden, durch öffentliche Versteige rung den Meistbietenden verkauft; Kauflusti ge dieser Weine, Fässern, oder Kellers ha ben sich daher obigen Tag und Stund in der Mühl zu Pillichstorf einzufinden, und die Versteigerung abzuwarten.| Licit.']"
409,408,24,408_heinr_heil_heiderisches_hebelaker,"['heinr', 'heil', 'heiderisches', 'hebelaker', 'wassermautoffiziant', 'jfr', 'heinlisches', 'heider', 'heilbroun', 'heindörfer']","['Heinr.', 'Heinr.)', 'Dem Heinr.']"
410,409,24,409_würdigen_schotten_lieben_stifts,"['würdigen', 'schotten', 'lieben', 'stifts', 'grundgerichts', 'zun', 'unser', 'gotteshau', 'frauen', 'gottes']","['Von des löbl Stifts, und würdigen Gotteshau ses unser lieben Frauen zun Schotten in Wien, Grundgerichts wegen, wird hiemit nochmalen zu vernehmen gegeben.', 'Stifts, und würdigen Gotteshau ses unser lieben Frauen zun Schotten in Wien, Grundgerichts wegen, wird hiemit nochmalen zu vernehmen gegeben.', 'Stifts und würdigen Gottes hauses unser lieben Frauen zun Schotten in Wien, Grundgerichts wegen wird hiemit zu vernehmen gegeben.']"
411,410,24,410_verordnung_nachmittagsstunden_hochlöbl_dies,"['verordnung', 'nachmittagsstunden', 'hochlöbl', 'dies', 'gewöhnlichen', '12', 'frühstunde', 'täge', 'folgende', 'pachtlustige']","['Den  August   zu den gewöhnlichen Vor und Nachmittagsstunden werden auf Verordnung einer hochlöbl königl.', 'Den  dies und folgende Täge, zu den gewöhnlichen Vor und Nachmittagsstunden werden auf Verordnung der hochlöbl.', 'Den  dies und folgende Täge, zu den gewöhnlichen Vor und Nachmittagsstunden werden auf Verordnung der hochlöbl.']"
412,411,24,411_obligation_obligationen_schedlische_obligatio,"['obligation', 'obligationen', 'schedlische', 'obligatio', 'kimmeriische', 'zahlungsextrakt', 'angenommen', 'nen', 'es', 'werden']","['Obligation.', 'Obligation.', 'Obligation.']"
413,412,24,412_brücke_böhmen_brücken_geschlagen,"['brücke', 'böhmen', 'brücken', 'geschlagen', 'slabode', 'thor', 'thaler', 'seil', 'elb', 'morast']","['Nach dem aber gedachte Brücke abermal im Herü berfahren, auf der Mitte des Stroms ge wesen, kamen unvermuthet zwey sehr hestige Windstösse, durch welche das die Brücke haltende grosse Seil unter dem andern klei nen Schiffe gesprungen, und die Brücke, samt den darauf befindlich gewesten  Bauer wägen, gegen den Carlburger arm getrie ben worden, welche aber nach ausgeworffenen Ankern im Einflusse des Arms stehen geblie ben, von wannen selbige, nachdem die Hef tigkeit des Windes nachgelassen, an ihren Ort wieder gebracht, und das im Vorrathe ge habte neue Seil eingezogen, mithin die Pas sage nach UhrAbendswiederhergestellet worden.', 'Bey Neustadt auf der Wiese und dem Terrain unter und oberhalb der Brücke wird ein Heu magazin durch die starke Zufuhr aus Böhmen angeleget, und an der Elb seite mit Palisaden umgeben.', 'So hat der Reichs Gräfliche Solmische amts Raht und geheime Secretarius zu Dres den Herr Carl Christian Schramm einen historischen schau platz der merkwürdigsten und sonderbaresten brücken in denen vier haupt theilen der welt bey gelegenheit der in dem volkommenesten stand und in einem recht Königlichen pracht versetzte Dresdner Elb brübrücke cke| cke dermalen völlig ausgearbeitet und in druck gegeben; nachdeme aber deren sieben und achtzig stück kostbarer brücken zeichnungen hal ber so meist in regal halb  folio, und  quart format seynd sowol auch der  correspondenz, besonderen  documenten,    dieses werk an die etliche tausend thaler kosten erfordert gedachter Herr amts Raht Schrammen entschlos sen ist sothane historische brüken beschreibung durch subscriptiones dergestalt drucken und die dazu kommende zeichnungen in kupfer stechen zu lassen dass nemlich sechs thaler für jetzo und bis zu ende des Augusti jetzt lauf fenden 1734 jahres zum voraus und bey lieferung des werks ein thaler nachgezahlet werde; so findet man nöhtig diese intention auch hiesigen orts bekannt zu machen und dass die Herren PrænumerantenPraenumeranten sich diesfalls alhier bey dem Kaiserl niederlags verwandten  Monaten in Dresden bey dem   Auctore, und in Leiptzig bey dem buchdrucker Herrn Breitkopf melden können zu benachrichti  Das werk wird ohngefehr  Alphabet ausmachen und solle auf weis druck papier in  folio, mit reinen lesentlichen und dazu neu gegossenen  Letteren gedrucket auch Oster messe 1735.   ohnfelbar zusamt denen kupferen gelieferet werden.']"
414,413,24,413_1791_convoc_juni_1789,"['1791', 'convoc', 'juni', '1789', 'wien', 'junius', 'juli', 'cantorirungsquartier', 'attestate', 'schwäbisch']","['Wien den  Juli 1791.', 'Wien den  Juli 1791.', 'Wien dem  Juni 1791.']"
415,414,24,414_joch_64_dienstbar_herrschaft,"['joch', '64', 'dienstbar', 'herrschaft', 'eimer', 'dazugehörigen', 'rabensburg', 'hausgründen', 'melkerischen', 'weingarten']","['Johann Baptist Ludwigs dorfischen Herrschaft Gundersdorf im     wird hiemit bekannt gemacht: Es sey bewilliget worden, die Verlassenschaft des Johann Eckers, behaust gewesenen Unterthans im Dorfe Wagelsdorf, bestehend in dem gut gebauten Hause, samt Stallungen, Scheuren, Keller auf 260 Eimer, und den zum Hause gehörigen 21 Joch 52 64 Aecker, 4 Joch 2 64 Weingärten, 1 Joch 55 64 Wiesen und 4 64 Garten, 1 Joch Uiberländäcker, 106 Eimer 1787er Wein, 90 Eimer 1788er, 135 Stück eisene Reife, 32 Eimer Fässer, dann der heurigen ganzen schweren und geringen Fech sung, endlich in Vieh und verschiedenen Haus einrichtungsstücken und Geräthschaften öffentlich feilzubieten, und gegen gleich baare Be zahlung zu verkaufen.', 'Von dem Amte der Stift Melkerischen Herrschaft Weikersdorf des     in dem Marchfelde wird hiemit kund gemacht: dass der Jakob Zim mermann, unterthäniger Halblehner und Bürger in dem Markte Weikendorf,undGetrauddessen 1701| Ehewirthin, die ihnen eigenthümlich angehörige Behausung  30, welche mit 3 bequemen Wohn zimmern, 1 Kuchel, 1 Speis, Stallungen, Sta del, Wagenschupfen, Körnerkasten und Hauskeller versehen ist, sammt den dazugehörigen 22 7 8 Joch Haus und 37 Joch Uiberländäckern, 1 2 Joch Weingarten in Viehtrieb, und 1 8 Kraut garten, nebst dem Anbau, als 10 1 2 Joch mit Waitzen, 9 1 2 Joch mit Korn, 21 Joch mit Ha ber und Haiden, dann das vorfindige Vieh, als 4 Pferde, 4 Kühe, 2 jährige Kalben, 14 Scha fe, 2 Lämmer, 2 Zuchtschweine, 4 kleine Schwei ne, 30 Hühner, wie auch 3 Wägen, 1 Kalless, und die gesammte Wirthschaftseinrichtung, durch Versteigerung käuflich hindanzugeben gedenken.', 'Von dem Amte der Stift Melkerischen Herrschaft Weikersdorf des     in dem Marchfelde wird hiemit kund gemacht: dass der Jakob Zim mermann, unterthaniger Halblehner und Burger in dem Markte Weikendorf, und Gertraud dessen Ehewirthin, die ihnen eigenthümlich angehörige Behausung  30, welche mit 3 bequemen Wohn zimmern, 1 Kuchel, 1 Speis, Stallungen, Sta del, Wagenschupfen, Körnerkasten und Hauskeller versehen ist, sammt den dazugehörigen 22 7 8 Joch Haus und 37 Joch Uiberländäckern, 1 2 Joch Weingarten in Viehtrieb, und 1 8 Kraut garten, nebst dem Anbau, als 10 1 2 Joch mit Waitzen, 9 1 2 Joch mit Korn, 21 Joch mit Ha ber und Haiden, dann das vorfindige Vieh, als 4 Pferde, 4 Kühe, 2 jährige Kalben, 14 Scha fe, 2 Lämmer, 2 Zuchtschweine, 4 kleine Schwei ne, 30 Hühner, wie auch 3 Wägen, 1 Kalless, und die gesammte Wirthschaftseinrichtung, durch Versteigerung käuflich hindanzugeben gedenken.']"
416,415,24,415_terni_jenem_terno_sub,"['terni', 'jenem', 'terno', 'sub', 'ambi', 'deti', 'estraten', 'detto', 'ducaten', 'detti']","['Den  dies ist allhier die Ziehung der   Lotterie vor sich gegangen, und sind die       mit vielen Ambi, Terni, und Estraten ge hoben worden, wie dann in der Amts kollektur ein Terno mit 150 Dukaten, bey den auf der Brandstatt angestellten Kol lektanten   vier Terni, ein Quar tin, bey jenem auf dem Judenplatze   fünf Terni, ein Quartin, dann an Estraten 250  bey dem   vier Terni, bey jenem   an detti 1300, bey diesem   an detti bey| dem   an detti 200 detto, bey jenem   an detti  bey dem in Krems   an detti 300 detto.', 'Den 5 dies ist allhier die Ziehung der   Lotterie vor sich gegangen, und seynd die      und  mit vielen Ambi, Terni, dann beträchtlichen Estratten gehoben, wie dann in der Amtcollectur sub Lit  ein Estratto mit   bey dem sub   in der Waldzeil angestellten Collectanten  Estratten, der eine   der zweyte   und der dritte    bey jenen sub   in tiefen Graben ein Terno mit  Ducaten, bey jenem sub   auf dem Peter  Terni, worunter einer mit  der anderte mit  Ducaten, bey diesem sub Nro  in der obern Breunerstrassen ein det to mit  Ducaten, bey dem sub   in der Kärntnerstrassen ein Estratto mit   bey dem sub  33 im Rothgässel ein Terno mit 100 Ducaten, bey dem sub   auf der Wieden  Terni, und  Quaterni, bey jenem sub   in der Rossau ein Quaterno, bey dem sub   bey Maria Hülf  Terni, bey diesem sub   zu Erdberg ein Ambo mit  Ducaten, bey dem sub   in der Neustadt ein Ter no mit  Ducaten, dann bey dem sub   zu Linz  Terni, und ein Quaterno ge wonnen und abgeführet worden.', 'Den  diess ist allhier die Ziehung der   Lotterie vor sich gegangen, und sind die Nri     und  mit vie len in Theil nahmhaften Ambi, Terni, und Estraten gehoben worden, wie dann bey dem sub   angestellten Kollek tan an 3 Terni, bey jenem   vier Terni, ein Quartin, dann an Ambi 200 Dukaten, bey diesem   an Estra ten   bey dem   an detti 250 detto, bey jenem   ein Ambo mit 500 Dukaten, bey diesem Nro  ein Terno mit 100 detto, bey dem  32 ebenmässig ein Terno  100 Duka ten, bey jenem   an detti 4000 detto, bey diesem   vier Terni, ein Quartin, bey dem   drey Terni, bey jenem   an detti 200 detto, bey diesem  79 drey Terni, dann bey dem in Schwechath   an detti 400 detto gewonnen und abge führt worden.']"
417,416,24,416_hochlöbl_bewilligung_genehmhal_beförderet,"['hochlöbl', 'bewilligung', 'genehmhal', 'beförderet', 'verwilligung', 'mittelst', 'einer', 'gnädigster', 'oberen', 'druck']","['Mit Bewilligung einer hochlöbl.', 'Mit Bewilligung einer hochlöbl.', 'Mit Bewilligung einer hochlöbl.']"
418,417,24,417_band_bände_erschienenen_pränumerirt,"['band', 'bände', 'erschienenen', 'pränumerirt', 'geschlossen', 'pränumeration', 'zween', '11te', 'angekündigten', 'pränumerationspreis']","['3 voraus bezahlet, und, wann im November besagten Jahrs die ser erste Band geliefert wird, noch 1    nachgiebet, hat weiter nichts für diesen Band, als das wenige Porto zu bonificiren, auf den 2ten Band aber wieder   vorhinein zu geben, und soll solchergestalt für jeden Theil von Jahr zu Jahre continuiret werden.', 'Uebrigens habe ich die Ehre zu erinnern, dass diejenigen, welche ausser der Sub kription, die zween schon erschienenen Bände, mithin den ersten Theil abnehmen wollen, selbe, sobald sie für den ersten Band des zweyten Theils sich unterzeichnen, und 3  voraus bezahlen, auch diese zween Bände um den äusserst wohlfeilen Preis  6  erhalten, wo im Gegentheile jeder ein zelne Band um 4  30  verkauft werden wird.', 'Uebrigens habe ich die Ehre zu erinnern, dass diejenigen, welche ausser der Sub skription, die zween schon erschienenen Bände, mithin den ersten Theil abnehmen wollen, selbe, sobald sie für den ersten Band des zweyten Theils sich unterzeichnen, und 3  voraus bezahlen, auch diese zween Bände um den äusserst wohlfeilen Preis  6  erhalten, wo im Gegentheile jeder ein zelne Band um 4  30  verkauft werden wird.']"
419,418,24,418_kuefstein_kerschner_kirchberg_32tes,"['kuefstein', 'kerschner', 'kirchberg', '32tes', 'burggräfin', 'lowenegg', 'ninger', 'kollhaneck', 'kirkirninger', 'klose']","['21tes Herr Ehrgott Graf von Kuefstein.', '32tes Herr Ehrgort Graf von Kuefstein.', 'Von der Herrschaft des aufgelassenen Stifts  Andrä an der Traisen im     wird hiemit der hieher unterthänige Michael Kerschner von Unterwölbling gebürtig, so dem Vernehmen nach vor 40 Jahren kaiserl.']"
420,419,24,419_mayerische_mayer_gläubiger_mayerey,"['mayerische', 'mayer', 'gläubiger', 'mayerey', 'mayerischer', 'mayerins', 'siechnh', 'hofsgebäude', 'billhofer', 'gargassen']","['Mayerische Gläubiger.', 'Mayerische Gläubiger.', 'Mayerische Gläubiger.']"
421,420,23,420_wissenschaft_jedermanns_landesregierung_chemie,"['wissenschaft', 'jedermanns', 'landesregierung', 'chemie', 'jedermans', 'bekannt', 'erinneren', 'höchste', 'gemacht', 'wissenschaften']","['Landes regierung zu Jedermanns Wissenschaft hier mit bekannt gemacht wird.', 'Landes regierung zu Jedermanns Wissenschaft hier mit bekannt gemacht wird.', 'regierung zu Jedermanns Wissenschaft hier mit bekannt gemacht wird.']"
422,421,23,421_1772_1771273_177273_40451,"['1772', '1771273', '177273', '40451', 'erlangen', 'aber', 'auf', '', '', '']","['1772.', '1772.', '1772.']"
423,422,23,422_1749_rousset_leiptig_vermehret,"['1749', 'rousset', 'leiptig', 'vermehret', 'anmerkungen', 'band', 'ster', 'gross', 'durch', 'er']","['1749.', '1749.', '1749.']"
424,423,23,423_phil_philos_doct_kengires,"['phil', 'philos', 'doct', 'kengires', 'vols', 'patrii', 'ernesti', 'rossan', 'publ', 'zenneg']","['Phil.', 'Phil.', 'Phil.']"
425,424,23,424_haus___,"['haus', '', '', '', '', '', '', '', '', '']","['Haus.', 'Haus.', 'Haus.']"
426,425,23,425_leop_morbis_leonh_valentin,"['leop', 'morbis', 'leonh', 'valentin', 'bürgl', 'dem', 'alt', '', '', '']","['Leop.', 'Leop.', 'Leop.']"
427,426,23,426_alters_gestorben_alter_jahr,"['alters', 'gestorben', 'alter', 'jahr', 'verstorben', 'seines', 'jahre', 'verstarb', 'alhier', 'starb']","['Ludwigs Krieges Ordens ist dieser Tagen gestorben seines Alters  Jahr.| Aus Niederland.| Brüssel   Den 26sten April ist der Herr de Fraula, 5ter RahtsHerrindemhohen Raht von Braband alhier Todes ver blichen.', 'An eben diesem Tage verstarb auch am halb 3 Uhr nach Mitternacht der hoch und wohlgebohrne  Johann Paul Frey und Panierherr von Buol,     Hof und erster   Regierungsrath, im  Jahre seines Alters, nachdem er durch 45 Jahre dem allerhöchsten Dienst mit getreuer und eifriger Verwendung bis an die letzten Tage vor seinem Tode ununterbrochen versehen hatte.', 'Dito wurde alhier eine ledige Manns Per son, Namens Johann  Catholischer Reli gion, gegen  Jahr alt, von Nidlingen aus Franken gebürtig; auf der so genannten Gäuss Weid am gewöhnlichen Richt Platz auf einem über den Scheitter Hauffen gemachten Schnell Galgen, mit dem Strang vom Leben zum Tod hingerichtet, sodann dessen Körper zu Staub und Aschen verbrannt, und folgends die Asche in den vorbey fliessenden Donau Strohm ver tilget: Um willen derselbe( ungeachtet er De linquent wegen eines im Monat Martii vori gen Jahrs in einem sicheren Wirts Haus in der Leopoldstadt alhier begangenen obschon ge ringen Diebstahls, auch müssig und Landstrei chenden herumziehens der Kaiserl.']"
428,427,23,427_edict_offene_wollen_erinneren,"['edict', 'offene', 'wollen', 'erinneren', 'männiglich', 'kund', 'jedermänniglich', 'hiemit', 'wissen', 'wis']","['Welches man durch die ses offene Edict hiemit kund und zu wissen machen wollen.| Von der Gräfl.', 'So man durch dieses offene Edict hiemit kund und zu wissen machen wollen.', 'So man männiglich durch dieses offene Edict hiemit kund und zu wissen machen wollen.']"
429,428,23,428_1771_jänner_osterzell_märz,"['1771', 'jänner', 'osterzell', 'märz', 'wien', 'relation', 'ausführliche', 'nussdorf', 'derlagsverwandten', 'fresacher']","['Wien den  Jänner 1771.', 'Wien den  März 1771.', 'Wien 1771.']"
430,429,23,429_wagner_wagneris_wagners_2ter,"['wagner', 'wagneris', 'wagners', '2ter', 'apothek', 'tagt', 'wagnerisches', 'wagnerscher', 'cordula', 'schlagfl']","['Wagner, 2ter Theil.', 'Wagner, alt 17   Elisabeth.', 'Joseph Wagner.']"
431,430,23,430_mjttwoch_december_augusti_herschaften,"['mjttwoch', 'december', 'augusti', 'herschaften', 'mjtwoch', 'november', 'gehörter', 'july', 'juny', 'alldieweilen']","['MJttwoch den  Augusti.', 'MJttwoch den  Augusti.', 'MJttwoch den  Augusti.']"
432,431,23,431_fox_bill_commissaire_stimmen,"['fox', 'bill', 'commissaire', 'stimmen', 'vorschlag', 'finanzstand', 'sheridan', 'berechnungen', 'connor', 'tooke']","['Er über nahm hierauf die Rechtfertigung des Ur habers jener Bill( des  Fox).', 'Am  May standen die Stimmen so: für Herrn Fox 480; für den Admiral Gardner 373, und für Herrn Tooke  Als am  die Wahl den Anfang nahm, ward Herr Fox von dem Herrn Scott, der Admiral Gardner durch Sir  Turton vorgeschlagen und Herr Took schlug sich selbst  Alsdann hielt Herr Fox eine Rede, welche viele Bemer kungen über die letztern beyden Parlaments acten darstellte, die so viele Aufmerksamkeit erregt hatten.', 'Bey jedem die ser Namen machte  Fox einige An merkungen über die Verdienste der Män ner— Sir Astley wollte den Vorschlag machen, dass keiner dieser Commissaire im Parlamente sitzen sollte, aber  Fox bewies, dass dadurch die ganze Ab sicht der Bill vernichtet wurde.']"
433,432,23,432_warnenden_belehrenden_spiele_oh,"['warnenden', 'belehrenden', 'spiele', 'oh', 'mund', 'seuf', 'siedenden', 'scholastisch', 'sassari', 'einführungshandlung']","['Zum warnenden und belehrenden Bey spiele für andere Völker und Nationen.', 'Bey der hierauf vor den Geschwornen angestell ten Untersuchung ergaben sich theils die obigen Umstände, theils aber, dass Lord Charles in den Mund geschossen war, oh ne dass weder Zähne noch Lippen beschä digt waren, daher es wahrscheinlich wird, dass er selbst die Pistole in den Mund ge nommen und sich erschossen habe.', 'Bey seiner Hinrichtung hatte man angemerket dass wie er sein Gebett geendiget und eini ge seiner Beschuldiger und Ankläger unter denen Umstehenden gewahr wur de er zu ihnen sagte: dass er ihnen das an ihme gethane Unrecht von Hertzen verzeichnete worauf er einige tieffe Seuf tzer zu GOtt schickete und mit solcher Hertzhaftigkeit von dem Karren spran ge dass er sich weiter nicht mehr bewe gete sondern gleich todt bliebe.']"
434,433,23,433_1776_november_wien_august,"['1776', 'november', 'wien', 'august', 'freystadt', 'blüschczau', 'leobensdorf', 'falkenberg', 'landesfürstl', 'enns']","['Wien den  August 1776.', 'Wien den  August 1776.', 'Wien den   1776.']"
435,434,22,434_deutschen_verkaufen_wallach_reitpferde,"['deutschen', 'verkaufen', 'wallach', 'reitpferde', 'faust', 'hengst', 'fuchs', '1179', 'schimmel', 'dukaten']","['Es sind zwey Zugpferde, Schwarzschimmel, Hengsten, aus einem guten Gestüt, dann drey zugerittene Reitpferde, ein Schwarzbraun, Sie denbürger, Wallach; ein Kastanienbraun, eben falls Wallach, und ein schöner Schimmel, Hengst, zu verkaufen; die Liebhaber hiezu kön nen sich am Kohlmarkt im Wallenfeldischen Haus  1179 anfragen.', 'Es ist eine wenig gebrauchte, auf 2 und 4 Personen einzurichtende mit weissen Tuche gefütterte und mit grün und weismelirten Borten gebrämte Berline, welche mit gebun denen Federn, auch Rothriemen, einem schwarz ledernen Soufflet über den ganzen Wagen, ei ner Sitzdecken eben vom weissen Tuche, und einem Bock zur Reise für die Bedienten, ver sehen, täglich zu verkaufen, und ist solche zu Margarethen in der Griesgassen bey den zwey lustigen Bauern  5 zu sehen, und der Preis hievon in dem deutschen Zeitungskomtoir zu erfahren.', 'Es ist eine wenig gebrauchte, auf 2, und 4 Personen einzurichtende, mit weissem Tuche gefütterte, und mit grün, und weismelirten Borten gebrämte Berline, welche mit gebun denen Federn, auch Nothriemen, einem schwarz ledernen Soufflet über den ganzen Wagen, ei ner Sitzdecken eben vom weissen Tuche,und 1839| einem Bock zur Reise für die Bedienten, ver sehen, täglich zu verkaufen, und ist solche zu Margarethen in der Griesgassen bey den zwey lustigen Bauern  5 zu sehen, und der Preis hievon in dem deutschen Zeitungskomtoir zu erfahren.| Wagen zu verkaufen.']"
436,435,22,435_burgl_färbermeisters_jetzin_hubmer,"['burgl', 'färbermeisters', 'jetzin', 'hubmer', 'montano', 'wanzka', 'mathias', 'eigenthümlich', 'fütterer', 'lebzelter']","['Färbermeisters allhier, und Johanna dessen Ehewirthin, die von ihnen eigenthümlich besessene burgl.', 'Färbermeisters allhier, und Johanna dessen Ehewirthin, die von ihnen eigenthümlich besessene burgl.', 'wird hiemit kund gemacht, dass nach Absterben des Mathias Jetzin ger, burgl Färbermeisters allhier, und Johanna dessen Ehewirthin, die von ihnen eigenthümlich bessene burgl.']"
437,436,22,436_majest_jhro_jhre_jh,"['majest', 'jhro', 'jhre', 'jh', 'nunmehrigen', 'schlüsse', 'ro', 'euere', 'jch', 'hoheit']","['Jhro Majest.', 'Jhro Majest.', 'Jhro Majest.']"
438,437,22,437_kaiserin_beutel_jhre_majestät,"['kaiserin', 'beutel', 'jhre', 'majestät', 'schwangerschaft', 'königin', 'königinn', 'annahender', 'infiniment', 'landesfrau']","['Jhre Majestät die Kaiserin.', 'Jhre Majestät die  Kaiserin.', 'Jhre Majestät die Kaiserin.']"
439,438,22,438_50_50000_bankozettel_lohren,"['50', '50000', 'bankozettel', 'lohren', 'dreyfaltigkeit', 'barmd', '55000', 'säckelamt', 'uhlanenregimentern', 'legrosenpfleg']","['Dreyfaltigkeit bis in die Singerstrasse ein Bankozettel von 50  ver lohren.', 'Dreyfaltigkeit bis in die Singerstrasse ein Bankozettel von 50  ver lohren.', 'Bomben, und 50000.']"
440,439,22,439_schw___,"['schw', '', '', '', '', '', '', '', '', '']","['.', '.', 'schw.']"
